cds_header,cds_seqname,gene,locus_tag,protein_desc_from_cds,protein_id,gene_base,locus_base,protein_header,protein_desc_from_protein,protein_present_in_faa
"lcl|BDGG01000002.1_cds_GAU91965.1_4863 [gene=RvY_04120-1] [locus_tag=RvY_04120] [protein=hypothetical protein] [protein_id=GAU91965.1] [location=complement(join(2104252..2104893,2105188..2105265))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91965.1_4863,RvY_04120-1,RvY_04120,hypothetical protein,GAU91965.1,RvY_04120,RvY_04120,GAU91965.1 hypothetical protein RvY_04120 [Ramazzottius varieornatus],hypothetical protein RvY_04120,TRUE
"lcl|BDGG01000002.1_cds_GAU91966.1_4864 [gene=RvY_04121-1] [locus_tag=RvY_04121] [protein=hypothetical protein] [protein_id=GAU91966.1] [location=join(2105400..2105492,2106484..2106651)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91966.1_4864,RvY_04121-1,RvY_04121,hypothetical protein,GAU91966.1,RvY_04121,RvY_04121,GAU91966.1 hypothetical protein RvY_04121 [Ramazzottius varieornatus],hypothetical protein RvY_04121,TRUE
"lcl|BDGG01000002.1_cds_GAU91967.1_4865 [gene=RvY_04122-1] [locus_tag=RvY_04122] [protein=hypothetical protein] [protein_id=GAU91967.1] [location=join(2107306..2107438,2107595..2107712,2107827..2107985,2108275..2108674,2109073..2109324,2109397..2109691,2109981..2110065,2110179..2110431)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91967.1_4865,RvY_04122-1,RvY_04122,hypothetical protein,GAU91967.1,RvY_04122,RvY_04122,GAU91967.1 hypothetical protein RvY_04122 [Ramazzottius varieornatus],hypothetical protein RvY_04122,TRUE
lcl|BDGG01000002.1_cds_GAU91968.1_4866 [gene=RvY_04123-1] [locus_tag=RvY_04123] [protein=hypothetical protein] [protein_id=GAU91968.1] [location=complement(2110959..2111267)] [gbkey=CDS],lcl|BDGG01000002.1_cds_GAU91968.1_4866,RvY_04123-1,RvY_04123,hypothetical protein,GAU91968.1,RvY_04123,RvY_04123,GAU91968.1 hypothetical protein RvY_04123 [Ramazzottius varieornatus],hypothetical protein RvY_04123,TRUE
"lcl|BDGG01000002.1_cds_GAU91969.1_4867 [gene=RvY_04124] [locus_tag=RvY_04124-1] [protein=hypothetical protein] [protein_id=GAU91969.1] [location=join(2113315..2113601,2113673..2114017,2114105..2114217,2114330..2114637)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91969.1_4867,RvY_04124,RvY_04124-1,hypothetical protein,GAU91969.1,RvY_04124,RvY_04124,GAU91969.1 hypothetical protein RvY_04124-1 [Ramazzottius varieornatus],hypothetical protein RvY_04124-1,TRUE
"lcl|BDGG01000002.1_cds_GAU91970.1_4868 [gene=RvY_04124] [locus_tag=RvY_04124-2] [protein=hypothetical protein] [protein_id=GAU91970.1] [location=join(2113315..2113601,2113673..2114021)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91970.1_4868,RvY_04124,RvY_04124-2,hypothetical protein,GAU91970.1,RvY_04124,RvY_04124,GAU91970.1 hypothetical protein RvY_04124-2 [Ramazzottius varieornatus],hypothetical protein RvY_04124-2,TRUE
"lcl|BDGG01000002.1_cds_GAU91971.1_4869 [gene=RvY_04125-1] [locus_tag=RvY_04125] [protein=hypothetical protein] [protein_id=GAU91971.1] [location=complement(join(2115276..2115350,2115448..2115542,2115625..2115697))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91971.1_4869,RvY_04125-1,RvY_04125,hypothetical protein,GAU91971.1,RvY_04125,RvY_04125,GAU91971.1 hypothetical protein RvY_04125 [Ramazzottius varieornatus],hypothetical protein RvY_04125,TRUE
"lcl|BDGG01000002.1_cds_GAU91972.1_4870 [gene=RvY_04126] [locus_tag=RvY_04126-1] [protein=hypothetical protein] [protein_id=GAU91972.1] [location=complement(join(2116294..2116490,2116570..2116836,2116977..2117156,2118134..2118321,2118408..2118729,2118995..2119255,2119360..2119537))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91972.1_4870,RvY_04126,RvY_04126-1,hypothetical protein,GAU91972.1,RvY_04126,RvY_04126,GAU91972.1 hypothetical protein RvY_04126-1 [Ramazzottius varieornatus],hypothetical protein RvY_04126-1,TRUE
"lcl|BDGG01000002.1_cds_GAU91973.1_4871 [gene=RvY_04126] [locus_tag=RvY_04126-2] [protein=hypothetical protein] [protein_id=GAU91973.1] [location=complement(join(2116406..2116836,2116977..2117156,2118134..2118321,2118408..2118729,2118995..2119255,2119360..2119537))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91973.1_4871,RvY_04126,RvY_04126-2,hypothetical protein,GAU91973.1,RvY_04126,RvY_04126,GAU91973.1 hypothetical protein RvY_04126-2 [Ramazzottius varieornatus],hypothetical protein RvY_04126-2,TRUE
lcl|BDGG01000002.1_cds_GAU91974.1_4872 [gene=RvY_04127-1] [locus_tag=RvY_04127] [protein=hypothetical protein] [protein_id=GAU91974.1] [location=2120077..2120271] [gbkey=CDS],lcl|BDGG01000002.1_cds_GAU91974.1_4872,RvY_04127-1,RvY_04127,hypothetical protein,GAU91974.1,RvY_04127,RvY_04127,GAU91974.1 hypothetical protein RvY_04127 [Ramazzottius varieornatus],hypothetical protein RvY_04127,TRUE
"lcl|BDGG01000002.1_cds_GAU91975.1_4873 [gene=RvY_04128-1] [locus_tag=RvY_04128] [protein=hypothetical protein] [protein_id=GAU91975.1] [location=join(2120465..2120524,2121154..2121219,2121613..2121678)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91975.1_4873,RvY_04128-1,RvY_04128,hypothetical protein,GAU91975.1,RvY_04128,RvY_04128,GAU91975.1 hypothetical protein RvY_04128 [Ramazzottius varieornatus],hypothetical protein RvY_04128,TRUE
"lcl|BDGG01000002.1_cds_GAU91976.1_4874 [gene=RvY_04129-1] [locus_tag=RvY_04129] [protein=hypothetical protein] [protein_id=GAU91976.1] [location=complement(join(2122580..2122912,2123104..2123187))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91976.1_4874,RvY_04129-1,RvY_04129,hypothetical protein,GAU91976.1,RvY_04129,RvY_04129,GAU91976.1 hypothetical protein RvY_04129 [Ramazzottius varieornatus],hypothetical protein RvY_04129,TRUE
"lcl|BDGG01000002.1_cds_GAU91977.1_4875 [gene=RvY_04130-1] [locus_tag=RvY_04130] [protein=hypothetical protein] [protein_id=GAU91977.1] [location=join(2123470..2123646,2124062..2124128,2124315..2124655)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91977.1_4875,RvY_04130-1,RvY_04130,hypothetical protein,GAU91977.1,RvY_04130,RvY_04130,GAU91977.1 hypothetical protein RvY_04130 [Ramazzottius varieornatus],hypothetical protein RvY_04130,TRUE
"lcl|BDGG01000002.1_cds_GAU91978.1_4876 [gene=RvY_04131-1] [locus_tag=RvY_04131] [protein=hypothetical protein] [protein_id=GAU91978.1] [location=join(2125069..2125422,2125795..2126112)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91978.1_4876,RvY_04131-1,RvY_04131,hypothetical protein,GAU91978.1,RvY_04131,RvY_04131,GAU91978.1 hypothetical protein RvY_04131 [Ramazzottius varieornatus],hypothetical protein RvY_04131,TRUE
lcl|BDGG01000002.1_cds_GAU91979.1_4877 [gene=RvY_04132-1] [locus_tag=RvY_04132] [protein=hypothetical protein] [protein_id=GAU91979.1] [location=2126427..2127275] [gbkey=CDS],lcl|BDGG01000002.1_cds_GAU91979.1_4877,RvY_04132-1,RvY_04132,hypothetical protein,GAU91979.1,RvY_04132,RvY_04132,GAU91979.1 hypothetical protein RvY_04132 [Ramazzottius varieornatus],hypothetical protein RvY_04132,TRUE
"lcl|BDGG01000002.1_cds_GAU91980.1_4878 [gene=RvY_04133-1] [locus_tag=RvY_04133] [protein=hypothetical protein] [protein_id=GAU91980.1] [location=complement(join(2128573..2128629,2128940..2129253,2129319..2129457,2129531..2130814))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91980.1_4878,RvY_04133-1,RvY_04133,hypothetical protein,GAU91980.1,RvY_04133,RvY_04133,GAU91980.1 hypothetical protein RvY_04133 [Ramazzottius varieornatus],hypothetical protein RvY_04133,TRUE
lcl|BDGG01000002.1_cds_GAU91981.1_4879 [gene=RvY_04134-1] [locus_tag=RvY_04134] [protein=hypothetical protein] [protein_id=GAU91981.1] [location=complement(2132291..2133091)] [gbkey=CDS],lcl|BDGG01000002.1_cds_GAU91981.1_4879,RvY_04134-1,RvY_04134,hypothetical protein,GAU91981.1,RvY_04134,RvY_04134,GAU91981.1 hypothetical protein RvY_04134 [Ramazzottius varieornatus],hypothetical protein RvY_04134,TRUE
"lcl|BDGG01000002.1_cds_GAU91982.1_4880 [gene=RvY_04135-1] [locus_tag=RvY_04135] [protein=hypothetical protein] [protein_id=GAU91982.1] [location=join(2135291..2136051,2136256..2136436,2136508..2136899,2136988..2137171)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91982.1_4880,RvY_04135-1,RvY_04135,hypothetical protein,GAU91982.1,RvY_04135,RvY_04135,GAU91982.1 hypothetical protein RvY_04135 [Ramazzottius varieornatus],hypothetical protein RvY_04135,TRUE
lcl|BDGG01000002.1_cds_GAU91983.1_4881 [gene=RvY_04136-1] [locus_tag=RvY_04136] [protein=hypothetical protein] [protein_id=GAU91983.1] [location=complement(2143229..2143516)] [gbkey=CDS],lcl|BDGG01000002.1_cds_GAU91983.1_4881,RvY_04136-1,RvY_04136,hypothetical protein,GAU91983.1,RvY_04136,RvY_04136,GAU91983.1 hypothetical protein RvY_04136 [Ramazzottius varieornatus],hypothetical protein RvY_04136,TRUE
"lcl|BDGG01000002.1_cds_GAU91984.1_4882 [gene=RvY_04137-1] [locus_tag=RvY_04137] [protein=HOX1 lab] [protein_id=GAU91984.1] [location=join(2145676..2145850,2146290..2146961,2147090..2147423,2147513..2147645)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91984.1_4882,RvY_04137-1,RvY_04137,HOX1 lab,GAU91984.1,RvY_04137,RvY_04137,GAU91984.1 HOX1 lab [Ramazzottius varieornatus],HOX1 lab,TRUE
lcl|BDGG01000002.1_cds_GAU91985.1_4883 [gene=RvY_04138-1] [locus_tag=RvY_04138] [protein=hypothetical protein] [protein_id=GAU91985.1] [location=complement(2148823..2149269)] [gbkey=CDS],lcl|BDGG01000002.1_cds_GAU91985.1_4883,RvY_04138-1,RvY_04138,hypothetical protein,GAU91985.1,RvY_04138,RvY_04138,GAU91985.1 hypothetical protein RvY_04138 [Ramazzottius varieornatus],hypothetical protein RvY_04138,TRUE
"lcl|BDGG01000002.1_cds_GAU91986.1_4884 [gene=RvY_04139-1] [locus_tag=RvY_04139] [protein=hypothetical protein] [protein_id=GAU91986.1] [location=complement(join(2149668..2149975,2150032..2150101))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91986.1_4884,RvY_04139-1,RvY_04139,hypothetical protein,GAU91986.1,RvY_04139,RvY_04139,GAU91986.1 hypothetical protein RvY_04139 [Ramazzottius varieornatus],hypothetical protein RvY_04139,TRUE
lcl|BDGG01000002.1_cds_GAU91987.1_4885 [gene=RvY_04140-1] [locus_tag=RvY_04140] [protein=hypothetical protein] [protein_id=GAU91987.1] [location=complement(2150973..2151269)] [gbkey=CDS],lcl|BDGG01000002.1_cds_GAU91987.1_4885,RvY_04140-1,RvY_04140,hypothetical protein,GAU91987.1,RvY_04140,RvY_04140,GAU91987.1 hypothetical protein RvY_04140 [Ramazzottius varieornatus],hypothetical protein RvY_04140,TRUE
"lcl|BDGG01000002.1_cds_GAU91988.1_4886 [gene=RvY_04141-1] [locus_tag=RvY_04141] [protein=hypothetical protein] [protein_id=GAU91988.1] [location=complement(join(2155844..2156100,2156389..2156517,2156575..2156916,2157264..2157669))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91988.1_4886,RvY_04141-1,RvY_04141,hypothetical protein,GAU91988.1,RvY_04141,RvY_04141,GAU91988.1 hypothetical protein RvY_04141 [Ramazzottius varieornatus],hypothetical protein RvY_04141,TRUE
lcl|BDGG01000002.1_cds_GAU91989.1_4887 [gene=RvY_04142-1] [locus_tag=RvY_04142] [protein=hypothetical protein] [protein_id=GAU91989.1] [location=complement(2159426..2159632)] [gbkey=CDS],lcl|BDGG01000002.1_cds_GAU91989.1_4887,RvY_04142-1,RvY_04142,hypothetical protein,GAU91989.1,RvY_04142,RvY_04142,GAU91989.1 hypothetical protein RvY_04142 [Ramazzottius varieornatus],hypothetical protein RvY_04142,TRUE
"lcl|BDGG01000002.1_cds_GAU91990.1_4888 [gene=RvY_04143-1] [locus_tag=RvY_04143] [protein=hypothetical protein] [protein_id=GAU91990.1] [location=complement(join(2159759..2159833,2159937..2160103,2160235..2160622,2160715..2160867))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91990.1_4888,RvY_04143-1,RvY_04143,hypothetical protein,GAU91990.1,RvY_04143,RvY_04143,GAU91990.1 hypothetical protein RvY_04143 [Ramazzottius varieornatus],hypothetical protein RvY_04143,TRUE
"lcl|BDGG01000002.1_cds_GAU91991.1_4889 [gene=RvY_04144-1] [locus_tag=RvY_04144] [protein=hypothetical protein] [protein_id=GAU91991.1] [location=complement(join(2160869..2160922,2161051..2161347))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91991.1_4889,RvY_04144-1,RvY_04144,hypothetical protein,GAU91991.1,RvY_04144,RvY_04144,GAU91991.1 hypothetical protein RvY_04144 [Ramazzottius varieornatus],hypothetical protein RvY_04144,TRUE
lcl|BDGG01000002.1_cds_GAU91992.1_4890 [gene=RvY_04145-1] [locus_tag=RvY_04145] [protein=hypothetical protein] [protein_id=GAU91992.1] [location=complement(2164113..2165138)] [gbkey=CDS],lcl|BDGG01000002.1_cds_GAU91992.1_4890,RvY_04145-1,RvY_04145,hypothetical protein,GAU91992.1,RvY_04145,RvY_04145,GAU91992.1 hypothetical protein RvY_04145 [Ramazzottius varieornatus],hypothetical protein RvY_04145,TRUE
lcl|BDGG01000002.1_cds_GAU91993.1_4891 [gene=RvY_04146-1] [locus_tag=RvY_04146] [protein=hypothetical protein] [protein_id=GAU91993.1] [location=complement(2170042..2170239)] [gbkey=CDS],lcl|BDGG01000002.1_cds_GAU91993.1_4891,RvY_04146-1,RvY_04146,hypothetical protein,GAU91993.1,RvY_04146,RvY_04146,GAU91993.1 hypothetical protein RvY_04146 [Ramazzottius varieornatus],hypothetical protein RvY_04146,TRUE
"lcl|BDGG01000002.1_cds_GAU91994.1_4892 [gene=RvY_04147] [locus_tag=RvY_04147-2] [protein=hypothetical protein] [protein_id=GAU91994.1] [location=join(2170602..2170640,2171069..2171378,2171677..2172092,2172192..2173071,2173234..2173411,2173478..2173719,2173784..2173816,2173875..2174029,2174098..2174361)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91994.1_4892,RvY_04147,RvY_04147-2,hypothetical protein,GAU91994.1,RvY_04147,RvY_04147,GAU91994.1 hypothetical protein RvY_04147-2 [Ramazzottius varieornatus],hypothetical protein RvY_04147-2,TRUE
"lcl|BDGG01000002.1_cds_GAU91995.1_4893 [gene=RvY_04147] [locus_tag=RvY_04147-1] [protein=hypothetical protein] [protein_id=GAU91995.1] [location=join(2171018..2171378,2171677..2172092,2172192..2173071,2173234..2173411,2173478..2173719,2173784..2173816,2173875..2174029,2174098..2174361)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91995.1_4893,RvY_04147,RvY_04147-1,hypothetical protein,GAU91995.1,RvY_04147,RvY_04147,GAU91995.1 hypothetical protein RvY_04147-1 [Ramazzottius varieornatus],hypothetical protein RvY_04147-1,TRUE
"lcl|BDGG01000002.1_cds_GAU91996.1_4894 [gene=RvY_04148-1] [locus_tag=RvY_04148] [protein=hypothetical protein] [protein_id=GAU91996.1] [location=join(2174944..2175177,2175629..2175824,2175895..2176185,2176237..2176383,2176751..2176861,2176963..2177089,2177210..2177348)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91996.1_4894,RvY_04148-1,RvY_04148,hypothetical protein,GAU91996.1,RvY_04148,RvY_04148,GAU91996.1 hypothetical protein RvY_04148 [Ramazzottius varieornatus],hypothetical protein RvY_04148,TRUE
"lcl|BDGG01000002.1_cds_GAU91997.1_4895 [gene=RvY_04149-1] [locus_tag=RvY_04149] [protein=hypothetical protein] [protein_id=GAU91997.1] [location=complement(join(2178075..2178254,2178330..2178443,2178692..2178817,2178912..2179118,2179182..2179415,2179739..2179882,2179963..2180215,2180520..2180740,2180895..2181197,2181530..2181907,2181966..2182694,2182960..2183128,2183194..2183393,2183727..2183794,2183869..2184067,2184463..2184627,2184688..2184843))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91997.1_4895,RvY_04149-1,RvY_04149,hypothetical protein,GAU91997.1,RvY_04149,RvY_04149,GAU91997.1 hypothetical protein RvY_04149 [Ramazzottius varieornatus],hypothetical protein RvY_04149,TRUE
"lcl|BDGG01000002.1_cds_GAU91998.1_4896 [gene=RvY_04150-1] [locus_tag=RvY_04150] [protein=hypothetical protein] [protein_id=GAU91998.1] [location=join(2185128..2185149,2185419..2185690)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91998.1_4896,RvY_04150-1,RvY_04150,hypothetical protein,GAU91998.1,RvY_04150,RvY_04150,GAU91998.1 hypothetical protein RvY_04150 [Ramazzottius varieornatus],hypothetical protein RvY_04150,TRUE
"lcl|BDGG01000002.1_cds_GAU91999.1_4897 [gene=RvY_04151-1] [locus_tag=RvY_04151] [protein=hypothetical protein] [protein_id=GAU91999.1] [location=join(2186607..2186829,2187036..2187495,2187848..2188025,2188296..2188518,2188900..2189038,2189143..2189335,2189651..2189869)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU91999.1_4897,RvY_04151-1,RvY_04151,hypothetical protein,GAU91999.1,RvY_04151,RvY_04151,GAU91999.1 hypothetical protein RvY_04151 [Ramazzottius varieornatus],hypothetical protein RvY_04151,TRUE
lcl|BDGG01000002.1_cds_GAU92000.1_4898 [gene=RvY_04152-1] [locus_tag=RvY_04152] [protein=hypothetical protein] [protein_id=GAU92000.1] [location=2192281..2192841] [gbkey=CDS],lcl|BDGG01000002.1_cds_GAU92000.1_4898,RvY_04152-1,RvY_04152,hypothetical protein,GAU92000.1,RvY_04152,RvY_04152,GAU92000.1 hypothetical protein RvY_04152 [Ramazzottius varieornatus],hypothetical protein RvY_04152,TRUE
lcl|BDGG01000002.1_cds_GAU92001.1_4899 [gene=RvY_04153-1] [locus_tag=RvY_04153] [protein=hypothetical protein] [protein_id=GAU92001.1] [location=complement(2193220..2193420)] [gbkey=CDS],lcl|BDGG01000002.1_cds_GAU92001.1_4899,RvY_04153-1,RvY_04153,hypothetical protein,GAU92001.1,RvY_04153,RvY_04153,GAU92001.1 hypothetical protein RvY_04153 [Ramazzottius varieornatus],hypothetical protein RvY_04153,TRUE
"lcl|BDGG01000002.1_cds_GAU92002.1_4900 [gene=RvY_04154-1] [locus_tag=RvY_04154] [protein=hypothetical protein] [protein_id=GAU92002.1] [location=join(2195324..2195432,2195510..2195654,2195711..2196167)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU92002.1_4900,RvY_04154-1,RvY_04154,hypothetical protein,GAU92002.1,RvY_04154,RvY_04154,GAU92002.1 hypothetical protein RvY_04154 [Ramazzottius varieornatus],hypothetical protein RvY_04154,TRUE
"lcl|BDGG01000002.1_cds_GAU92003.1_4901 [gene=RvY_04155] [locus_tag=RvY_04155-1] [protein=hypothetical protein] [protein_id=GAU92003.1] [location=join(2196618..2196680,2196767..2196860,2197022..2197141,2197220..2197383,2197466..2197636)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU92003.1_4901,RvY_04155,RvY_04155-1,hypothetical protein,GAU92003.1,RvY_04155,RvY_04155,GAU92003.1 hypothetical protein RvY_04155-1 [Ramazzottius varieornatus],hypothetical protein RvY_04155-1,TRUE
"lcl|BDGG01000002.1_cds_GAU92004.1_4902 [gene=RvY_04155] [locus_tag=RvY_04155-2] [protein=hypothetical protein] [protein_id=GAU92004.1] [location=join(2196790..2196841,2197022..2197141,2197220..2197383,2197466..2197636)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU92004.1_4902,RvY_04155,RvY_04155-2,hypothetical protein,GAU92004.1,RvY_04155,RvY_04155,GAU92004.1 hypothetical protein RvY_04155-2 [Ramazzottius varieornatus],hypothetical protein RvY_04155-2,TRUE
"lcl|BDGG01000002.1_cds_GAU92005.1_4903 [gene=RvY_04156-1] [locus_tag=RvY_04156] [protein=hypothetical protein] [protein_id=GAU92005.1] [location=complement(join(2199177..2199342,2199616..2199694,2199796..2199973,2200682..2200771,2200848..2200850))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU92005.1_4903,RvY_04156-1,RvY_04156,hypothetical protein,GAU92005.1,RvY_04156,RvY_04156,GAU92005.1 hypothetical protein RvY_04156 [Ramazzottius varieornatus],hypothetical protein RvY_04156,TRUE
"lcl|BDGG01000002.1_cds_GAU92006.1_4904 [gene=RvY_04157-1] [locus_tag=RvY_04157] [protein=hypothetical protein] [protein_id=GAU92006.1] [location=join(2202441..2204026,2204334..2204841,2204980..2205132)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU92006.1_4904,RvY_04157-1,RvY_04157,hypothetical protein,GAU92006.1,RvY_04157,RvY_04157,GAU92006.1 hypothetical protein RvY_04157 [Ramazzottius varieornatus],hypothetical protein RvY_04157,TRUE
"lcl|BDGG01000002.1_cds_GAU92007.1_4905 [gene=RvY_04158-1] [locus_tag=RvY_04158] [protein=hypothetical protein] [protein_id=GAU92007.1] [location=complement(join(2205371..2205424,2205512..2205569,2205641..2205760,2205825..2205974,2206697..2206806,2206878..2206952))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU92007.1_4905,RvY_04158-1,RvY_04158,hypothetical protein,GAU92007.1,RvY_04158,RvY_04158,GAU92007.1 hypothetical protein RvY_04158 [Ramazzottius varieornatus],hypothetical protein RvY_04158,TRUE
"lcl|BDGG01000002.1_cds_GAU92008.1_4906 [gene=RvY_04159] [locus_tag=RvY_04159-2] [protein=hypothetical protein] [protein_id=GAU92008.1] [location=complement(join(2207898..2208098,2208204..2208323,2208709..2208892,2208959..2209072,2209129..2209160,2209221..2209283))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU92008.1_4906,RvY_04159,RvY_04159-2,hypothetical protein,GAU92008.1,RvY_04159,RvY_04159,GAU92008.1 hypothetical protein RvY_04159-2 [Ramazzottius varieornatus],hypothetical protein RvY_04159-2,TRUE
"lcl|BDGG01000002.1_cds_GAU92009.1_4907 [gene=RvY_04159] [locus_tag=RvY_04159-1] [protein=hypothetical protein] [protein_id=GAU92009.1] [location=complement(join(2207898..2208323,2208709..2208892,2208959..2209072,2209129..2209160,2209221..2209283))] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU92009.1_4907,RvY_04159,RvY_04159-1,hypothetical protein,GAU92009.1,RvY_04159,RvY_04159,GAU92009.1 hypothetical protein RvY_04159-1 [Ramazzottius varieornatus],hypothetical protein RvY_04159-1,TRUE
"lcl|BDGG01000002.1_cds_GAU92010.1_4908 [gene=RvY_04160-1] [locus_tag=RvY_04160] [protein=hypothetical protein] [protein_id=GAU92010.1] [location=join(2210612..2210733,2210796..2210848,2210962..2211123,2211201..2211263,2211328..2211551,2211626..2211798,2212109..2212187,2212292..2212547,2212642..2212826)] [gbkey=CDS]",lcl|BDGG01000002.1_cds_GAU92010.1_4908,RvY_04160-1,RvY_04160,hypothetical protein,GAU92010.1,RvY_04160,RvY_04160,GAU92010.1 hypothetical protein RvY_04160 [Ramazzottius varieornatus],hypothetical protein RvY_04160,TRUE
