gene	gene_base	protein_id	ncbi_protein_desc	match_type	delta_pool	instability_score	pfam_name	pfam_acc	pfam_desc	pfam_hit_count	interpro_analysis	interpro_sig_acc	interpro_sig_desc	interpro_acc	interpro_desc	interpro_hit_count	raw_annotation	has_annotation	broad_group_auto	expert_reclassified_group	expert_reclassification_note	manual_reclassified	broad_group_precollapse	broad_group_figure
RvY_04594-1	NA	GAU92523.1	hypothetical protein	exact_gene	-0.0953044504958118	1.52648520258331	PBP_like_2	PF12849.12	PBP superfamily domain	1	Pfam; Gene3D; MobiDBLite; PANTHER; SUPERFAMILY	PF12849; G3DSA:3.40.190.10; mobidb-lite; PTHR42996; SSF53850	PBP superfamily domain; consensus disorder prediction; PHOSPHATE-BINDING PROTEIN PSTS; Periplasmic binding protein-like II	IPR024370	PBP domain	5	hypothetical protein; PBP superfamily domain; PBP superfamily domain; consensus disorder prediction; PHOSPHATE-BINDING PROTEIN PSTS; Periplasmic binding protein-like II; PBP domain; PBP_like_2; Pfam; Gene3D; MobiDBLite; PANTHER; SUPERFAMILY	TRUE	Binding proteins	Binding proteins		FALSE	Binding proteins	Binding proteins
RvY_15329-1	NA	GAV05157.1	hypothetical protein	exact_gene	-0.110641324061135	1.5190255166362	Endonuclea_NS_2	PF13930.12	DNA/RNA non-specific endonuclease	1	MobiDBLite	mobidb-lite	consensus disorder prediction			1	hypothetical protein; DNA/RNA non-specific endonuclease; consensus disorder prediction; Endonuclea_NS_2; MobiDBLite	TRUE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated	DNA/RNA nuclease-associated feature	TRUE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated
RvY_06243-1	NA	GAU94472.1	hypothetical protein	exact_gene	-0.00235640924855041	1.51667053437796	tRNA-synt_1; Anticodon_1; tRNA-synt_1g; tRNA-synt_1_2; tRNA-synt_1e; Blo-t-5; DivIC	PF00133.28; PF08264.19; PF09334.17; PF13603.12; PF01406.26; PF11642.13; PF04977.20	tRNA synthetases class I (I, L, M and V); Anticodon-binding domain of tRNA ligase; tRNA synthetases class I (M); Leucyl-tRNA synthetase, editing domain; tRNA synthetases class I (C) catalytic domain; Mite allergen Blo t 5; Septum formation initiator	13	Gene3D; FunFam; SUPERFAMILY; ProSitePatterns; CDD; PRINTS; PANTHER; Pfam; NCBIfam; Coils	G3DSA:1.10.730.10; G3DSA:3.90.740.10:FF:000005; G3DSA:3.40.50.620; G3DSA:3.40.50.620:FF:000078; SSF52374; PS00178; cd07962; SSF47323; PR00986; PTHR11946; G3DSA:3.40.50.620:FF:000020; PF00133; TIGR00422; cd00817; Coil; SSF50677; G3DSA:3.90.740.10; PF08264	Valine--tRNA ligase, mitochondrial; HUPs; Nucleotidylyl transferase; Aminoacyl-transfer RNA synthetases class-I signature.; Anticodon_Ia_Val; Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases; Valyl-tRNA synthetase signature; VALYL-TRNA SYNTHETASES; tRNA synthetases class I (I, L, M and V); valine--tRNA ligase; ValRS_core; Coil; ValRS/IleRS/LeuRS editing domain; Anticodon-binding domain of tRNA ligase	IPR014729; IPR001412; IPR033705; IPR009080; IPR002303; IPR002300; IPR009008; IPR013155	Rossmann-like alpha/beta/alpha sandwich fold; Aminoacyl-tRNA synthetase, class I, conserved site; Valyl tRNA synthetase, anticodon-binding domain; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding; Valine-tRNA ligase; Aminoacyl-tRNA synthetase, class Ia; Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain; Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding	24	hypothetical protein; tRNA synthetases class I (I, L, M and V); Anticodon-binding domain of tRNA ligase; tRNA synthetases class I (M); Leucyl-tRNA synthetase, editing domain; tRNA synthetases class I (C) catalytic domain; Mite allergen Blo t 5; Septum formation initiator; Valine--tRNA ligase, mitochondrial; HUPs; Nucleotidylyl transferase; Aminoacyl-transfer RNA synthetases class-I signature.; Anticodon_Ia_Val; Anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases; Valyl-tRNA synthetase signature; VALYL-TRNA SYNTHETASES; tRNA synthetases class I (I, L, M and V); valine--tRNA ligase; ValRS_core; Coil; ValRS/IleRS/LeuRS editing domain; Anticodon-binding domain of tRNA ligase; Rossmann-like alpha/beta/alpha sandwich fold; Aminoacyl-tRNA synthetase, class I, conserved site; Valyl tRNA synthetase, anticodon-binding domain; Aminoacyl-tRNA synthetase, class Ia, anticodon-binding; Valine-tRNA ligase; Aminoacyl-tRNA synthetase, class Ia; Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain; Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding; tRNA-synt_1; Anticodon_1; tRNA-synt_1g; tRNA-synt_1_2; tRNA-synt_1e; Blo-t-5; DivIC; Gene3D; FunFam; SUPERFAMILY; ProSitePatterns; CDD; PRINTS; PANTHER; Pfam; NCBIfam; Coils	TRUE	Metabolism/Enzyme	Metabolism/Enzyme		FALSE	Metabolism/Enzyme	Metabolism/Enzyme
RvY_17745-1	NA	GAV07975.1	hypothetical protein	exact_gene	-0.113760869815716	1.51236111696144	CaKB	PF03185.20	Calcium-activated potassium channel, beta subunit	1	NA	NA	NA	NA	NA	NA	hypothetical protein; Calcium-activated potassium channel, beta subunit; CaKB	TRUE	Transport/Membrane	Transport/Membrane		FALSE	Transport/Membrane	Transport/Membrane
RvY_18082	NA	GAV08380.1	hypothetical protein	exact_gene	0.0921997134003476	1.50597492048933	NA	NA	NA	NA	MobiDBLite	mobidb-lite	consensus disorder prediction			1	hypothetical protein; consensus disorder prediction; MobiDBLite	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_04014-1	NA	GAU91834.1	hypothetical protein	exact_gene	-0.0907074493704823	1.50188623059902	CCAP	PF11105.14	Arthropod cardioacceleratory peptide 2a	1	NA	NA	NA	NA	NA	NA	hypothetical protein; Arthropod cardioacceleratory peptide 2a; CCAP	TRUE	Signaling/Receptor	Signaling/Receptor	Neuropeptide/hormonal signaling peptide	TRUE	Signaling/Receptor	Signaling/Receptor
RvY_19347-1	NA	GAV09877.1	hypothetical protein	exact_gene	-0.0863070639238845	1.48772236012856	DDE_1; HTH_psq; HTH_8; Xre-like-HTH; HTH_28	PF03184.25; PF05225.22; PF02954.25; PF20432.4; PF13518.12	DDE superfamily endonuclease; helix-turn-helix, Psq domain; Bacterial regulatory protein, Fis family; Antitoxin Xre-like helix-turn-helix domain; Helix-turn-helix domain	5	Pfam; PANTHER; SUPERFAMILY	PF05225; PF03184; PTHR19303; SSF46689	helix-turn-helix, Psq domain; DDE superfamily endonuclease; TRANSPOSON; Homeodomain-like	IPR007889; IPR004875; IPR009057	DNA binding HTH domain, Psq-type; DDE superfamily endonuclease domain; Homeobox-like domain superfamily	4	hypothetical protein; DDE superfamily endonuclease; helix-turn-helix, Psq domain; Bacterial regulatory protein, Fis family; Antitoxin Xre-like helix-turn-helix domain; Helix-turn-helix domain; helix-turn-helix, Psq domain; DDE superfamily endonuclease; TRANSPOSON; Homeodomain-like; DNA binding HTH domain, Psq-type; DDE superfamily endonuclease domain; Homeobox-like domain superfamily; DDE_1; HTH_psq; HTH_8; Xre-like-HTH; HTH_28; Pfam; PANTHER; SUPERFAMILY	TRUE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated	DNA/RNA nuclease-associated feature	TRUE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated
RvY_03641-1	NA	GAU91378.1	hypothetical protein	exact_gene	0.0236235917224832	1.48459084440657	MRP-L46; NUDIX; ARM_TT21_2nd; MyTH4	PF11788.14; PF00293.34; PF25060.1; PF00784.22	39S mitochondrial ribosomal protein L46; NUDIX domain; Tetratricopeptide repeat protein 21 second ARM domain; MyTH4 domain	6	Pfam; SUPERFAMILY; Gene3D; PANTHER; FunFam; ProSiteProfiles	PF11788; SSF55811; PF00293; G3DSA:3.90.79.10; PTHR13124; G3DSA:3.90.79.10:FF:000018; PS51462	39S mitochondrial ribosomal protein L46; Nudix; NUDIX domain; Nucleoside Triphosphate Pyrophosphohydrolase; 39S RIBOSOMAL PROTEIN L46, MITOCHONDRIAL PRECURSOR-RELATED; 39S ribosomal protein L46, mitochondrial; Nudix hydrolase domain profile.	IPR021757; IPR015797; IPR000086; IPR040008	Large ribosomal subunit protein mL46, N-terminal; NUDIX hydrolase-like domain superfamily; NUDIX hydrolase domain; Large ribosomal subunit protein mL46	7	hypothetical protein; 39S mitochondrial ribosomal protein L46; NUDIX domain; Tetratricopeptide repeat protein 21 second ARM domain; MyTH4 domain; 39S mitochondrial ribosomal protein L46; Nudix; NUDIX domain; Nucleoside Triphosphate Pyrophosphohydrolase; 39S RIBOSOMAL PROTEIN L46, MITOCHONDRIAL PRECURSOR-RELATED; 39S ribosomal protein L46, mitochondrial; Nudix hydrolase domain profile.; Large ribosomal subunit protein mL46, N-terminal; NUDIX hydrolase-like domain superfamily; NUDIX hydrolase domain; Large ribosomal subunit protein mL46; MRP-L46; NUDIX; ARM_TT21_2nd; MyTH4; Pfam; SUPERFAMILY; Gene3D; PANTHER; FunFam; ProSiteProfiles	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_17292-1	NA	GAV07462.1	hypothetical protein	exact_gene	-0.00568488088205399	1.47990453959882	MPC; MtN3_slv	PF03650.18; PF03083.21	Mitochondrial pyruvate carriers; Sugar efflux transporter for intercellular exchange	2	PANTHER; MobiDBLite; Pfam	PTHR14154; mobidb-lite; PF03650	UPF0041 BRAIN PROTEIN 44-RELATED; consensus disorder prediction; Mitochondrial pyruvate carriers	IPR005336	Mitochondrial pyruvate carrier	4	hypothetical protein; Mitochondrial pyruvate carriers; Sugar efflux transporter for intercellular exchange; UPF0041 BRAIN PROTEIN 44-RELATED; consensus disorder prediction; Mitochondrial pyruvate carriers; Mitochondrial pyruvate carrier; MPC; MtN3_slv; PANTHER; MobiDBLite; Pfam	TRUE	Transport/Membrane	Transport/Membrane		FALSE	Transport/Membrane	Transport/Membrane
RvY_04828-1	NA	GAU92790.1	hypothetical protein	exact_gene	-0.0810666393476138	1.47982020889744	An_peroxidase	PF03098.20	Animal haem peroxidase	1	PANTHER; Pfam; ProSiteProfiles; PRINTS; SUPERFAMILY; CDD; FunFam; Gene3D	PTHR11475; PF03098; PS50292; PR00457; SSF48113; cd09823; G3DSA:1.10.640.10:FF:000003; G3DSA:1.10.640.10	OXIDASE/PEROXIDASE; Animal haem peroxidase; Animal heme peroxidase superfamily profile.; Animal haem peroxidase signature; Heme-dependent peroxidases; peroxinectin_like; chorion peroxidase; Haem peroxidase domain superfamily, animal type	IPR019791; IPR010255; IPR037120	Haem peroxidase, animal-type; Haem peroxidase superfamily; Haem peroxidase domain superfamily, animal type	13	hypothetical protein; Animal haem peroxidase; OXIDASE/PEROXIDASE; Animal haem peroxidase; Animal heme peroxidase superfamily profile.; Animal haem peroxidase signature; Heme-dependent peroxidases; peroxinectin_like; chorion peroxidase; Haem peroxidase domain superfamily, animal type; Haem peroxidase, animal-type; Haem peroxidase superfamily; Haem peroxidase domain superfamily, animal type; An_peroxidase; PANTHER; Pfam; ProSiteProfiles; PRINTS; SUPERFAMILY; CDD; FunFam; Gene3D	TRUE	Generic domain proteins	Generic domain proteins		FALSE	Generic domain proteins	Generic domain proteins
RvY_02268-1	NA	GAU89757.1	hypothetical protein	exact_gene	0.0015180824415495	1.47936149056433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	hypothetical protein	TRUE	Complex proteins, unresolved class	Complex proteins, unresolved class		FALSE	Complex proteins, unresolved class	Complex proteins, unresolved class
RvY_02540-1	NA	GAU90068.1	hypothetical protein	exact_gene	0.0177718764544093	1.47800651616719	PCIF1_WW	PF12237.13	Phosphorylated CTD interacting factor 1 WW domain	1	NA	NA	NA	NA	NA	NA	hypothetical protein; Phosphorylated CTD interacting factor 1 WW domain; PCIF1_WW	TRUE	Structural/Other	Structural/Other		FALSE	Structural/Other	Structural/Other
RvY_13698-1	NA	GAV03246.1	hypothetical protein	exact_gene	-0.0818784232642509	1.47704645070268	7tm_1; DUF420	PF00001.26; PF04238.17	7 transmembrane receptor (rhodopsin family); Protein of unknown function (DUF420)	3	PRINTS; PANTHER; ProSiteProfiles; Pfam; Gene3D; SUPERFAMILY; MobiDBLite	PR00237; PTHR24241; PS50262; PF00001; G3DSA:1.20.1070.10; SSF81321; mobidb-lite	Rhodopsin-like GPCR superfamily signature; NEUROPEPTIDE RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR; G-protein coupled receptors family 1 profile.; 7 transmembrane receptor (rhodopsin family); Family A G protein-coupled receptor-like; consensus disorder prediction	IPR000276; IPR017452	G protein-coupled receptor, rhodopsin-like; GPCR, rhodopsin-like, 7TM	10	hypothetical protein; 7 transmembrane receptor (rhodopsin family); Protein of unknown function (DUF420); Rhodopsin-like GPCR superfamily signature; NEUROPEPTIDE RECEPTOR-RELATED G-PROTEIN COUPLED RECEPTOR; G-protein coupled receptors family 1 profile.; 7 transmembrane receptor (rhodopsin family); Family A G protein-coupled receptor-like; consensus disorder prediction; G protein-coupled receptor, rhodopsin-like; GPCR, rhodopsin-like, 7TM; 7tm_1; DUF420; PRINTS; PANTHER; ProSiteProfiles; Pfam; Gene3D; SUPERFAMILY; MobiDBLite	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_14646-1	NA	GAV04358.1	hypothetical protein	exact_gene	0.0970155353280653	1.47681651272191	Astacin; Hemopexin; 17kDa_Anti_2	PF01400.30; PF00045.24; PF16998.10	Astacin (Peptidase family M12A); Hemopexin; 17 kDa outer membrane surface antigen	5	Gene3D; CDD; PRINTS; SMART; ProSiteProfiles; SUPERFAMILY; Pfam; PANTHER	G3DSA:2.110.10.10; cd04280; PR00480; G3DSA:3.40.390.10; SM00235; PS51642; SSF55486; PS51864; PF00045; PTHR10127; SM00120; PF01400; SSF50923	ZnMc_astacin_like; Astacin family signature; Collagenase (Catalytic Domain); col_5; Hemopexin repeat profile.; Metalloproteases (""zincins""), catalytic domain; Astacin-like domain profile.; Hemopexin; DISCOIDIN, CUB, EGF, LAMININ , AND ZINC METALLOPROTEASE DOMAIN CONTAINING; HX_rpt_3; Astacin (Peptidase family M12A); Hemopexin-like domain	IPR036375; IPR034035; IPR001506; IPR024079; IPR006026; IPR018487	Hemopexin-like domain superfamily; Astacin-like metallopeptidase domain; Peptidase M12A; Metallopeptidase, catalytic domain superfamily; Peptidase, metallopeptidase; Hemopexin-like repeats	20	hypothetical protein; Astacin (Peptidase family M12A); Hemopexin; 17 kDa outer membrane surface antigen; ZnMc_astacin_like; Astacin family signature; Collagenase (Catalytic Domain); col_5; Hemopexin repeat profile.; Metalloproteases (""zincins""), catalytic domain; Astacin-like domain profile.; Hemopexin; DISCOIDIN, CUB, EGF, LAMININ , AND ZINC METALLOPROTEASE DOMAIN CONTAINING; HX_rpt_3; Astacin (Peptidase family M12A); Hemopexin-like domain; Hemopexin-like domain superfamily; Astacin-like metallopeptidase domain; Peptidase M12A; Metallopeptidase, catalytic domain superfamily; Peptidase, metallopeptidase; Hemopexin-like repeats; Astacin; Hemopexin; 17kDa_Anti_2; Gene3D; CDD; PRINTS; SMART; ProSiteProfiles; SUPERFAMILY; Pfam; PANTHER	TRUE	Proteolysis	Proteolysis		FALSE	Proteolysis	Proteolysis
RvY_13694-1	NA	GAV03242.1	hypothetical protein	exact_gene	-0.0288128091583157	1.47196945810845	XPG_N; XPG_I; UBM	PF00752.23; PF00867.23; PF14377.11	XPG N-terminal domain; XPG I-region; Ubiquitin binding region	4	CDD; MobiDBLite; PANTHER; Gene3D; SMART; Pfam; PRINTS; ProSitePatterns; SUPERFAMILY	cd09868; mobidb-lite; PTHR16171; G3DSA:1.10.150.20; SM00279; SM00485; PF00752; G3DSA:3.40.50.1010; PR00066; PR00853; SM00484; PS00841; PF00867; cd09904; SSF88723; SSF47807	PIN_XPG_RAD2; consensus disorder prediction; DNA REPAIR PROTEIN COMPLEMENTING XP-G CELLS-RELATED; HhH_4; xpgn3; XPG N-terminal domain; Xeroderma pigmentosum group G protein signature; Xeroderma pigmentosum group G/yeast RAD superfamily signature; xpgineu; XPG protein signature 1.; XPG I-region; H3TH_XPG; PIN domain-like; 5' to 3' exonuclease, C-terminal subdomain	IPR008918; IPR006085; IPR001044; IPR006084; IPR006086; IPR019974; IPR029060; IPR036279	Helix-hairpin-helix motif, class 2; XPG, N-terminal; XPG/Rad2 endonuclease, eukaryotes; XPG/Rad2 endonuclease; XPG-I domain; XPG conserved site; PIN-like domain superfamily; 5'-3' exonuclease, C-terminal domain superfamily	33	hypothetical protein; XPG N-terminal domain; XPG I-region; Ubiquitin binding region; PIN_XPG_RAD2; consensus disorder prediction; DNA REPAIR PROTEIN COMPLEMENTING XP-G CELLS-RELATED; HhH_4; xpgn3; XPG N-terminal domain; Xeroderma pigmentosum group G protein signature; Xeroderma pigmentosum group G/yeast RAD superfamily signature; xpgineu; XPG protein signature 1.; XPG I-region; H3TH_XPG; PIN domain-like; 5' to 3' exonuclease, C-terminal subdomain; Helix-hairpin-helix motif, class 2; XPG, N-terminal; XPG/Rad2 endonuclease, eukaryotes; XPG/Rad2 endonuclease; XPG-I domain; XPG conserved site; PIN-like domain superfamily; 5'-3' exonuclease, C-terminal domain superfamily; XPG_N; XPG_I; UBM; CDD; MobiDBLite; PANTHER; Gene3D; SMART; Pfam; PRINTS; ProSitePatterns; SUPERFAMILY	TRUE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated	DNA/RNA nuclease-associated feature	TRUE	Regulation/Nucleic-acid associated	Regulation/Nucleic-acid associated
RvY_17741	NA	GAV07971.1	hypothetical protein	exact_gene	-0.103115953991107	1.46589354794126	Trypsin; CUB; CUB_2; DUF1986	PF00089.32; PF00431.26; PF02408.26; PF09342.17	Trypsin; CUB domain; CUB-like domain; Domain of unknown function (DUF1986)	8	PANTHER; FunFam; CDD; SUPERFAMILY; ProSiteProfiles; PRINTS; SMART; Pfam; ProSitePatterns; Gene3D	PTHR24264; G3DSA:2.40.10.10:FF:000166; cd00190; SSF49854; PS01180; SSF50494; PR00722; SM00042; PF00431; PS00135; G3DSA:2.40.10.10; G3DSA:2.40.10.10:FF:000002; G3DSA:2.60.120.290; cd00041; PF00089; PS00134; PS50240; SM00020	TRYPSIN-RELATED; Trypsin; Tryp_SPc; Spermadhesin, CUB domain; CUB domain profile.; Trypsin-like serine proteases; Chymotrypsin serine protease family (S1) signature; CUB_2; CUB domain; Serine proteases, trypsin family, serine active site.; Transmembrane protease serine; CUB; Serine proteases, trypsin family, histidine active site.; Serine proteases, trypsin domain profile.; trypsin_2	IPR001254; IPR035914; IPR000859; IPR009003; IPR001314; IPR033116; IPR043504; IPR018114	Serine proteases, trypsin domain; Spermadhesin, CUB domain superfamily; CUB domain; Peptidase S1, PA clan; Peptidase S1A, chymotrypsin family; Serine proteases, trypsin family, serine active site; Peptidase S1, PA clan, chymotrypsin-like fold; Serine proteases, trypsin family, histidine active site	27	hypothetical protein; Trypsin; CUB domain; CUB-like domain; Domain of unknown function (DUF1986); TRYPSIN-RELATED; Trypsin; Tryp_SPc; Spermadhesin, CUB domain; CUB domain profile.; Trypsin-like serine proteases; Chymotrypsin serine protease family (S1) signature; CUB_2; CUB domain; Serine proteases, trypsin family, serine active site.; Transmembrane protease serine; CUB; Serine proteases, trypsin family, histidine active site.; Serine proteases, trypsin domain profile.; trypsin_2; Serine proteases, trypsin domain; Spermadhesin, CUB domain superfamily; CUB domain; Peptidase S1, PA clan; Peptidase S1A, chymotrypsin family; Serine proteases, trypsin family, serine active site; Peptidase S1, PA clan, chymotrypsin-like fold; Serine proteases, trypsin family, histidine active site; Trypsin; CUB; CUB_2; DUF1986; PANTHER; FunFam; CDD; SUPERFAMILY; ProSiteProfiles; PRINTS; SMART; Pfam; ProSitePatterns; Gene3D	TRUE	Proteolysis	Proteolysis		FALSE	Proteolysis	Proteolysis
RvY_09009-1	NA	GAU97772.1	hypothetical protein	exact_gene	-0.115171212661831	1.464542622776	NA	NA	NA	NA	Gene3D; SUPERFAMILY; MobiDBLite	G3DSA:3.90.190.10; SSF52799; mobidb-lite	Protein tyrosine phosphatase superfamily; (Phosphotyrosine protein) phosphatases II; consensus disorder prediction	IPR029021	Protein-tyrosine phosphatase-like	3	hypothetical protein; Protein tyrosine phosphatase superfamily; (Phosphotyrosine protein) phosphatases II; consensus disorder prediction; Protein-tyrosine phosphatase-like; Gene3D; SUPERFAMILY; MobiDBLite	TRUE	Signaling/Receptor	Signaling/Receptor		FALSE	Signaling/Receptor	Signaling/Receptor
RvY_02155-1	NA	GAU89625.1	hypothetical protein	exact_gene	-0.0452007898876055	1.46257249752803	Astacin; Hemopexin	PF01400.30; PF00045.24	Astacin (Peptidase family M12A); Hemopexin	2	SUPERFAMILY; Pfam; ProSiteProfiles; Gene3D; SMART; PANTHER	SSF50923; PF01400; PS51642; PS51864; G3DSA:2.110.10.10; SM00235; SM00120; SSF55486; G3DSA:3.40.390.10; PTHR10127	Hemopexin-like domain; Astacin (Peptidase family M12A); Hemopexin repeat profile.; Astacin-like domain profile.; col_5; HX_rpt_3; Metalloproteases (""zincins""), catalytic domain; Collagenase (Catalytic Domain); DISCOIDIN, CUB, EGF, LAMININ , AND ZINC METALLOPROTEASE DOMAIN CONTAINING	IPR036375; IPR001506; IPR018487; IPR006026; IPR024079	Hemopexin-like domain superfamily; Peptidase M12A; Hemopexin-like repeats; Peptidase, metallopeptidase; Metallopeptidase, catalytic domain superfamily	10	hypothetical protein; Astacin (Peptidase family M12A); Hemopexin; Hemopexin-like domain; Astacin (Peptidase family M12A); Hemopexin repeat profile.; Astacin-like domain profile.; col_5; HX_rpt_3; Metalloproteases (""zincins""), catalytic domain; Collagenase (Catalytic Domain); DISCOIDIN, CUB, EGF, LAMININ , AND ZINC METALLOPROTEASE DOMAIN CONTAINING; Hemopexin-like domain superfamily; Peptidase M12A; Hemopexin-like repeats; Peptidase, metallopeptidase; Metallopeptidase, catalytic domain superfamily; Astacin; Hemopexin; SUPERFAMILY; Pfam; ProSiteProfiles; Gene3D; SMART; PANTHER	TRUE	Proteolysis	Proteolysis		FALSE	Proteolysis	Proteolysis
